,hospital_id,row_id,line_type,description,rev_code,local_code,code,ms_drg,apr_drg,eapg,hcpcs_cpt,modifiers,thru,apc,icd,ndc,drug_hcpcs_multiplier,drug_quantity,drug_units_of_measurement,drug_type_of_measurement,billing_class,setting,payer_category,payer_name,plan_name,standard_charge,standard_charge_percent,contracting_method,additional_generic_notes,additional_payer_specific_notes
3425,383300,3426,CPT,APPLICATION OF MOVEABLE OR HINGED FOREARM TO HAND SPLINT,,,,,,,29126,,,,,,,,,,facility,outpatient,min,,,326.67,,Capitation,Package,
3426,383300,3427,CPT,APPLICATION OF MOVEABLE OR HINGED FOREARM TO HAND SPLINT,,,,,,,29126,,,,,,,,,,facility,outpatient,max,,,326.67,,Capitation,Package,
3428,383300,3429,CPT,APPLICATION OF MOVEABLE OR HINGED FOREARM TO HAND SPLINT,,,,,,,29126,,,,,,,,,,facility,outpatient,payer,Regence BCBS-Commercial other,,326.67,,Capitation,Package,
3429,383300,3430,CPT,APPLICATION OF HINGED FINGER SPLINT,,,,,,,29131,,,,,,,,,,facility,outpatient,gross,,,364.4,,Capitation,Line,
3430,383300,3431,CPT,APPLICATION OF HINGED FINGER SPLINT,,,,,,,29131,,,,,,,,,,facility,outpatient,cash,,,364.4,,Capitation,Line,
3431,383300,3432,CPT,APPLICATION OF HINGED FINGER SPLINT,,,,,,,29131,,,,,,,,,,facility,outpatient,min,,,46.33,,Capitation,Line,
3432,383300,3433,CPT,APPLICATION OF HINGED FINGER SPLINT,,,,,,,29131,,,,,,,,,,facility,outpatient,max,,,46.33,,Capitation,Line,
3434,383300,3435,CPT,APPLICATION OF HINGED FINGER SPLINT,,,,,,,29131,,,,,,,,,,facility,outpatient,payer,United Healthcare-Commercial HMO/POS,,46.33,,Capitation,Line,
3435,383300,3436,CPT,APPLICATION OF HINGED FINGER SPLINT,,,,,,,29131,,,,,,,,,,facility,outpatient,gross,,,716,,Capitation,Package,
3436,383300,3437,CPT,APPLICATION OF HINGED FINGER SPLINT,,,,,,,29131,,,,,,,,,,facility,outpatient,cash,,,716,,Capitation,Package,
3437,383300,3438,CPT,APPLICATION OF HINGED FINGER SPLINT,,,,,,,29131,,,,,,,,,,facility,outpatient,min,,,46.33,,Capitation,Package,
3438,383300,3439,CPT,APPLICATION OF HINGED FINGER SPLINT,,,,,,,29131,,,,,,,,,,facility,outpatient,max,,,46.33,,Capitation,Package,
3440,383300,3441,CPT,APPLICATION OF HINGED FINGER SPLINT,,,,,,,29131,,,,,,,,,,facility,outpatient,payer,United Healthcare-Commercial HMO/POS,,46.33,,Capitation,Package,
3441,383300,3442,CPT,APPLICATION OF HIP SPICA CAST ON LEG,,,,,,,29305,,,,,,,,,,facility,outpatient,gross,,,3024.48,,Capitation,Line,
3442,383300,3443,CPT,APPLICATION OF HIP SPICA CAST ON LEG,,,,,,,29305,,,,,,,,,,facility,outpatient,cash,,,3024.48,,Capitation,Line,
3443,383300,3444,CPT,APPLICATION OF HIP SPICA CAST ON LEG,,,,,,,29305,,,,,,,,,,facility,outpatient,min,,,247,,Capitation,Line,
3444,383300,3445,CPT,APPLICATION OF HIP SPICA CAST ON LEG,,,,,,,29305,,,,,,,,,,facility,outpatient,max,,,1193.64,,Capitation,Line,
3446,383300,3447,CPT,APPLICATION OF HIP SPICA CAST ON LEG,,,,,,,29305,,,,,,,,,,facility,outpatient,payer,Aetna-Commercial HMO/POS,,247,,Capitation,Line,
3447,383300,3448,CPT,APPLICATION OF HIP SPICA CAST ON LEG,,,,,,,29305,,,,,,,,,,facility,outpatient,payer,Pacific Source-Medicaid HMO,,1193.64,,Capitation,Line,
3448,383300,3449,CPT,APPLICATION OF HIP SPICA CAST ON LEG,,,,,,,29305,,,,,,,,,,facility,outpatient,gross,,,11424.62,,Capitation,Package,
3449,383300,3450,CPT,APPLICATION OF HIP SPICA CAST ON LEG,,,,,,,29305,,,,,,,,,,facility,outpatient,cash,,,11424.62,,Capitation,Package,
3450,383300,3451,CPT,APPLICATION OF HIP SPICA CAST ON LEG,,,,,,,29305,,,,,,,,,,facility,outpatient,min,,,247,,Capitation,Package,
3451,383300,3452,CPT,APPLICATION OF HIP SPICA CAST ON LEG,,,,,,,29305,,,,,,,,,,facility,outpatient,max,,,1193.64,,Capitation,Package,
3453,383300,3454,CPT,APPLICATION OF HIP SPICA CAST ON LEG,,,,,,,29305,,,,,,,,,,facility,outpatient,payer,Aetna-Commercial HMO/POS,,247,,Capitation,Package,
3454,383300,3455,CPT,APPLICATION OF HIP SPICA CAST ON LEG,,,,,,,29305,,,,,,,,,,facility,outpatient,payer,Pacific Source-Medicaid HMO,,1193.64,,Capitation,Package,
3455,383300,3456,CPT,"APPLICATION OF HIP SPICA CAST ON BOTH LEGS, OR ON LEG AND PART OF OTHER LEG",,,,,,,29325,,,,,,,,,,facility,outpatient,gross,,,5456.09,,Capitation,Line,
3456,383300,3457,CPT,"APPLICATION OF HIP SPICA CAST ON BOTH LEGS, OR ON LEG AND PART OF OTHER LEG",,,,,,,29325,,,,,,,,,,facility,outpatient,cash,,,5456.09,,Capitation,Line,
3457,383300,3458,CPT,"APPLICATION OF HIP SPICA CAST ON BOTH LEGS, OR ON LEG AND PART OF OTHER LEG",,,,,,,29325,,,,,,,,,,facility,outpatient,min,,,737.94,,Capitation,Line,
3458,383300,3459,CPT,"APPLICATION OF HIP SPICA CAST ON BOTH LEGS, OR ON LEG AND PART OF OTHER LEG",,,,,,,29325,,,,,,,,,,facility,outpatient,max,,,2891.7,,Capitation,Line,
3460,383300,3461,CPT,"APPLICATION OF HIP SPICA CAST ON BOTH LEGS, OR ON LEG AND PART OF OTHER LEG",,,,,,,29325,,,,,,,,,,facility,outpatient,payer,Aetna-Commercial HMO/POS,,1486,,Capitation,Line,
3461,383300,3462,CPT,"APPLICATION OF HIP SPICA CAST ON BOTH LEGS, OR ON LEG AND PART OF OTHER LEG",,,,,,,29325,,,,,,,,,,facility,outpatient,payer,Pacific Source-Medicaid HMO,,2891.7,,Capitation,Line,
3462,383300,3463,CPT,"APPLICATION OF HIP SPICA CAST ON BOTH LEGS, OR ON LEG AND PART OF OTHER LEG",,,,,,,29325,,,,,,,,,,facility,outpatient,payer,Regence BCBS-Commercial other,,737.94,,Capitation,Line,
3463,383300,3464,CPT,"APPLICATION OF HIP SPICA CAST ON BOTH LEGS, OR ON LEG AND PART OF OTHER LEG",,,,,,,29325,,,,,,,,,,facility,outpatient,gross,,,13506.71,,Capitation,Package,
3464,383300,3465,CPT,"APPLICATION OF HIP SPICA CAST ON BOTH LEGS, OR ON LEG AND PART OF OTHER LEG",,,,,,,29325,,,,,,,,,,facility,outpatient,cash,,,13506.71,,Capitation,Package,
3465,383300,3466,CPT,"APPLICATION OF HIP SPICA CAST ON BOTH LEGS, OR ON LEG AND PART OF OTHER LEG",,,,,,,29325,,,,,,,,,,facility,outpatient,min,,,737.94,,Capitation,Package,
3466,383300,3467,CPT,"APPLICATION OF HIP SPICA CAST ON BOTH LEGS, OR ON LEG AND PART OF OTHER LEG",,,,,,,29325,,,,,,,,,,facility,outpatient,max,,,2891.7,,Capitation,Package,
3468,383300,3469,CPT,"APPLICATION OF HIP SPICA CAST ON BOTH LEGS, OR ON LEG AND PART OF OTHER LEG",,,,,,,29325,,,,,,,,,,facility,outpatient,payer,Aetna-Commercial HMO/POS,,1486,,Capitation,Package,
3469,383300,3470,CPT,"APPLICATION OF HIP SPICA CAST ON BOTH LEGS, OR ON LEG AND PART OF OTHER LEG",,,,,,,29325,,,,,,,,,,facility,outpatient,payer,Pacific Source-Medicaid HMO,,2891.7,,Capitation,Package,
3470,383300,3471,CPT,"APPLICATION OF HIP SPICA CAST ON BOTH LEGS, OR ON LEG AND PART OF OTHER LEG",,,,,,,29325,,,,,,,,,,facility,outpatient,payer,Regence BCBS-Commercial other,,737.94,,Capitation,Package,
3471,383300,3472,CPT,APPLICATION OF LONG LEG CAST FROM THIGH TO TOE,,,,,,,29345,,,,,,,,,,facility,outpatient,gross,,,1083.51,,Capitation,Line,
3472,383300,3473,CPT,APPLICATION OF LONG LEG CAST FROM THIGH TO TOE,,,,,,,29345,,,,,,,,,,facility,outpatient,cash,,,1083.51,,Capitation,Line,
3473,383300,3474,CPT,APPLICATION OF LONG LEG CAST FROM THIGH TO TOE,,,,,,,29345,,,,,,,,,,facility,outpatient,min,,,69.9,,Capitation,Line,
3474,383300,3475,CPT,APPLICATION OF LONG LEG CAST FROM THIGH TO TOE,,,,,,,29345,,,,,,,,,,facility,outpatient,max,,,867.7,,Capitation,Line,
3476,383300,3477,CPT,APPLICATION OF LONG LEG CAST FROM THIGH TO TOE,,,,,,,29345,,,,,,,,,,facility,outpatient,payer,CareOregon-Medicaid HMO,,83.06,,Capitation,Line,
3477,383300,3478,CPT,APPLICATION OF LONG LEG CAST FROM THIGH TO TOE,,,,,,,29345,,,,,,,,,,facility,outpatient,payer,Cigna-Commercial PPO/Open Access,,178.76,,Capitation,Line,
3478,383300,3479,CPT,APPLICATION OF LONG LEG CAST FROM THIGH TO TOE,,,,,,,29345,,,,,,,,,,facility,outpatient,payer,Intercommunity-Medicaid HMO,,515.92,,Capitation,Line,
3479,383300,3480,CPT,APPLICATION OF LONG LEG CAST FROM THIGH TO TOE,,,,,,,29345,,,,,,,,,,facility,outpatient,payer,ODS-Medicaid HMO,,69.9,,Capitation,Line,
3480,383300,3481,CPT,APPLICATION OF LONG LEG CAST FROM THIGH TO TOE,,,,,,,29345,,,,,,,,,,facility,outpatient,payer,Pacific Source-Medicaid HMO,,867.7,,Capitation,Line,
3481,383300,3482,CPT,APPLICATION OF LONG LEG CAST FROM THIGH TO TOE,,,,,,,29345,,,,,,,,,,facility,outpatient,payer,Providence-Commercial other,,524.74,,Capitation,Line,
3482,383300,3483,CPT,APPLICATION OF LONG LEG CAST FROM THIGH TO TOE,,,,,,,29345,,,,,,,,,,facility,outpatient,payer,Regence BCBS-Commercial other,,700.1,,Capitation,Line,
3483,383300,3484,CPT,APPLICATION OF LONG LEG CAST FROM THIGH TO TOE,,,,,,,29345,,,,,,,,,,facility,outpatient,payer,United Healthcare-Commercial HMO/POS,,350.05,,Capitation,Line,
3484,383300,3485,CPT,APPLICATION OF LONG LEG CAST FROM THIGH TO TOE,,,,,,,29345,,,,,,,,,,facility,outpatient,gross,,,1083.51,,Capitation,Package,
3485,383300,3486,CPT,APPLICATION OF LONG LEG CAST FROM THIGH TO TOE,,,,,,,29345,,,,,,,,,,facility,outpatient,cash,,,1083.51,,Capitation,Package,
3486,383300,3487,CPT,APPLICATION OF LONG LEG CAST FROM THIGH TO TOE,,,,,,,29345,,,,,,,,,,facility,outpatient,min,,,69.9,,Capitation,Package,
3487,383300,3488,CPT,APPLICATION OF LONG LEG CAST FROM THIGH TO TOE,,,,,,,29345,,,,,,,,,,facility,outpatient,max,,,867.7,,Capitation,Package,
3489,383300,3490,CPT,APPLICATION OF LONG LEG CAST FROM THIGH TO TOE,,,,,,,29345,,,,,,,,,,facility,outpatient,payer,CareOregon-Medicaid HMO,,83.06,,Capitation,Package,
3490,383300,3491,CPT,APPLICATION OF LONG LEG CAST FROM THIGH TO TOE,,,,,,,29345,,,,,,,,,,facility,outpatient,payer,Cigna-Commercial PPO/Open Access,,178.76,,Capitation,Package,
3491,383300,3492,CPT,APPLICATION OF LONG LEG CAST FROM THIGH TO TOE,,,,,,,29345,,,,,,,,,,facility,outpatient,payer,Intercommunity-Medicaid HMO,,515.92,,Capitation,Package,
3492,383300,3493,CPT,APPLICATION OF LONG LEG CAST FROM THIGH TO TOE,,,,,,,29345,,,,,,,,,,facility,outpatient,payer,ODS-Medicaid HMO,,69.9,,Capitation,Package,
3493,383300,3494,CPT,APPLICATION OF LONG LEG CAST FROM THIGH TO TOE,,,,,,,29345,,,,,,,,,,facility,outpatient,payer,Pacific Source-Medicaid HMO,,867.7,,Capitation,Package,
3494,383300,3495,CPT,APPLICATION OF LONG LEG CAST FROM THIGH TO TOE,,,,,,,29345,,,,,,,,,,facility,outpatient,payer,Providence-Commercial other,,524.74,,Capitation,Package,
3495,383300,3496,CPT,APPLICATION OF LONG LEG CAST FROM THIGH TO TOE,,,,,,,29345,,,,,,,,,,facility,outpatient,payer,Regence BCBS-Commercial other,,700.1,,Capitation,Package,
3496,383300,3497,CPT,APPLICATION OF LONG LEG CAST FROM THIGH TO TOE,,,,,,,29345,,,,,,,,,,facility,outpatient,payer,United Healthcare-Commercial HMO/POS,,350.05,,Capitation,Package,
3497,383300,3498,CPT,APPLICATION OF WALKING CAST COVERING THIGH TO TOE,,,,,,,29355,,,,,,,,,,facility,outpatient,gross,,,1338.9,,Capitation,Line,
3498,383300,3499,CPT,APPLICATION OF WALKING CAST COVERING THIGH TO TOE,,,,,,,29355,,,,,,,,,,facility,outpatient,cash,,,1338.9,,Capitation,Line,
3499,383300,3500,CPT,APPLICATION OF WALKING CAST COVERING THIGH TO TOE,,,,,,,29355,,,,,,,,,,facility,outpatient,min,,,149,,Capitation,Line,
3500,383300,3501,CPT,APPLICATION OF WALKING CAST COVERING THIGH TO TOE,,,,,,,29355,,,,,,,,,,facility,outpatient,max,,,1164.84,,Capitation,Line,
3502,383300,3503,CPT,APPLICATION OF WALKING CAST COVERING THIGH TO TOE,,,,,,,29355,,,,,,,,,,facility,outpatient,payer,Intercommunity-Medicaid HMO,,1164.84,,Capitation,Line,
3503,383300,3504,CPT,APPLICATION OF WALKING CAST COVERING THIGH TO TOE,,,,,,,29355,,,,,,,,,,facility,outpatient,payer,MODA-Medicaid HMO,,215.59,,Capitation,Line,
3504,383300,3505,CPT,APPLICATION OF WALKING CAST COVERING THIGH TO TOE,,,,,,,29355,,,,,,,,,,facility,outpatient,payer,Regence BCBS-Commercial other,,468.86,,Capitation,Line,
3505,383300,3506,CPT,APPLICATION OF WALKING CAST COVERING THIGH TO TOE,,,,,,,29355,,,,,,,,,,facility,outpatient,payer,United Healthcare-Commercial HMO/POS,,149,,Capitation,Line,
3506,383300,3507,CPT,APPLICATION OF WALKING CAST COVERING THIGH TO TOE,,,,,,,29355,,,,,,,,,,facility,outpatient,gross,,,1511.7,,Capitation,Package,
3507,383300,3508,CPT,APPLICATION OF WALKING CAST COVERING THIGH TO TOE,,,,,,,29355,,,,,,,,,,facility,outpatient,cash,,,1511.7,,Capitation,Package,
3508,383300,3509,CPT,APPLICATION OF WALKING CAST COVERING THIGH TO TOE,,,,,,,29355,,,,,,,,,,facility,outpatient,min,,,149,,Capitation,Package,
3509,383300,3510,CPT,APPLICATION OF WALKING CAST COVERING THIGH TO TOE,,,,,,,29355,,,,,,,,,,facility,outpatient,max,,,1164.84,,Capitation,Package,
3511,383300,3512,CPT,APPLICATION OF WALKING CAST COVERING THIGH TO TOE,,,,,,,29355,,,,,,,,,,facility,outpatient,payer,Intercommunity-Medicaid HMO,,1164.84,,Capitation,Package,
3512,383300,3513,CPT,APPLICATION OF WALKING CAST COVERING THIGH TO TOE,,,,,,,29355,,,,,,,,,,facility,outpatient,payer,MODA-Medicaid HMO,,215.59,,Capitation,Package,
3513,383300,3514,CPT,APPLICATION OF WALKING CAST COVERING THIGH TO TOE,,,,,,,29355,,,,,,,,,,facility,outpatient,payer,Regence BCBS-Commercial other,,468.86,,Capitation,Package,
3514,383300,3515,CPT,APPLICATION OF WALKING CAST COVERING THIGH TO TOE,,,,,,,29355,,,,,,,,,,facility,outpatient,payer,United Healthcare-Commercial HMO/POS,,149,,Capitation,Package,
3515,383300,3516,CPT,APPLICATION OF THIGH TO LOWER LEG CYLINDER CAST,,,,,,,29365,,,,,,,,,,facility,outpatient,gross,,,700.1,,Capitation,Line,
3516,383300,3517,CPT,APPLICATION OF THIGH TO LOWER LEG CYLINDER CAST,,,,,,,29365,,,,,,,,,,facility,outpatient,cash,,,700.1,,Capitation,Line,
3517,383300,3518,CPT,APPLICATION OF THIGH TO LOWER LEG CYLINDER CAST,,,,,,,29365,,,,,,,,,,facility,outpatient,min,,,414.38,,Capitation,Line,
3518,383300,3519,CPT,APPLICATION OF THIGH TO LOWER LEG CYLINDER CAST,,,,,,,29365,,,,,,,,,,facility,outpatient,max,,,414.38,,Capitation,Line,
3520,383300,3521,CPT,APPLICATION OF THIGH TO LOWER LEG CYLINDER CAST,,,,,,,29365,,,,,,,,,,facility,outpatient,payer,Intercommunity-Medicaid HMO,,414.38,,Capitation,Line,
3521,383300,3522,CPT,APPLICATION OF THIGH TO LOWER LEG CYLINDER CAST,,,,,,,29365,,,,,,,,,,facility,outpatient,gross,,,981.3,,Capitation,Package,
3522,383300,3523,CPT,APPLICATION OF THIGH TO LOWER LEG CYLINDER CAST,,,,,,,29365,,,,,,,,,,facility,outpatient,cash,,,981.3,,Capitation,Package,
3523,383300,3524,CPT,APPLICATION OF THIGH TO LOWER LEG CYLINDER CAST,,,,,,,29365,,,,,,,,,,facility,outpatient,min,,,414.38,,Capitation,Package,
3524,383300,3525,CPT,APPLICATION OF THIGH TO LOWER LEG CYLINDER CAST,,,,,,,29365,,,,,,,,,,facility,outpatient,max,,,414.38,,Capitation,Package,
3526,383300,3527,CPT,APPLICATION OF THIGH TO LOWER LEG CYLINDER CAST,,,,,,,29365,,,,,,,,,,facility,outpatient,payer,Intercommunity-Medicaid HMO,,414.38,,Capitation,Package,
3527,383300,3528,CPT,APPLICATION OF SHORT LEG CAST,,,,,,,29405,,,,,,,,,,facility,outpatient,gross,,,784.7,,Capitation,Line,
3528,383300,3529,CPT,APPLICATION OF SHORT LEG CAST,,,,,,,29405,,,,,,,,,,facility,outpatient,cash,,,784.7,,Capitation,Line,
3529,383300,3530,CPT,APPLICATION OF SHORT LEG CAST,,,,,,,29405,,,,,,,,,,facility,outpatient,min,,,60.58,,Capitation,Line,
3530,383300,3531,CPT,APPLICATION OF SHORT LEG CAST,,,,,,,29405,,,,,,,,,,facility,outpatient,max,,,3696.08,,Capitation,Line,
3532,383300,3533,CPT,APPLICATION OF SHORT LEG CAST,,,,,,,29405,,,,,,,,,,facility,outpatient,payer,Advanced Health-Commercial other,,3696.08,,Capitation,Line,
3533,383300,3534,CPT,APPLICATION OF SHORT LEG CAST,,,,,,,29405,,,,,,,,,,facility,outpatient,payer,Amerigroup-Medicaid HMO,,123.11,,Capitation,Line,
3534,383300,3535,CPT,APPLICATION OF SHORT LEG CAST,,,,,,,29405,,,,,,,,,,facility,outpatient,payer,CareOregon-Medicaid HMO,,60.58,,Capitation,Line,
3535,383300,3536,CPT,APPLICATION OF SHORT LEG CAST,,,,,,,29405,,,,,,,,,,facility,outpatient,payer,Cigna-Commercial PPO/Open Access,,214.95,,Capitation,Line,
3536,383300,3537,CPT,APPLICATION OF SHORT LEG CAST,,,,,,,29405,,,,,,,,,,facility,outpatient,payer,HealthNet-Commercial other,,210.6,,Capitation,Line,
3537,383300,3538,CPT,APPLICATION OF SHORT LEG CAST,,,,,,,29405,,,,,,,,,,facility,outpatient,payer,Intercommunity-Medicaid HMO,,240.84,,Capitation,Line,
3538,383300,3539,CPT,APPLICATION OF SHORT LEG CAST,,,,,,,29405,,,,,,,,,,facility,outpatient,payer,Molina Healthcare-Medicaid HMO,,167.87,,Capitation,Line,
3539,383300,3540,CPT,APPLICATION OF SHORT LEG CAST,,,,,,,29405,,,,,,,,,,facility,outpatient,payer,ODS-Medicaid HMO,,161.05,,Capitation,Line,
3540,383300,3541,CPT,APPLICATION OF SHORT LEG CAST,,,,,,,29405,,,,,,,,,,facility,outpatient,payer,Pacific Source-Medicaid HMO,,541.99,,Capitation,Line,
3541,383300,3542,CPT,APPLICATION OF SHORT LEG CAST,,,,,,,29405,,,,,,,,,,facility,outpatient,payer,Providence-Commercial other,,317.03,,Capitation,Line,
3542,383300,3543,CPT,APPLICATION OF SHORT LEG CAST,,,,,,,29405,,,,,,,,,,facility,outpatient,payer,Regence BCBS-Commercial other,,300.96,,Capitation,Line,
3543,383300,3544,CPT,APPLICATION OF SHORT LEG CAST,,,,,,,29405,,,,,,,,,,facility,outpatient,payer,United Healthcare-Commercial HMO/POS,,214.98,,Capitation,Line,
3544,383300,3545,CPT,APPLICATION OF SHORT LEG CAST,,,,,,,29405,,,,,,,,,,facility,outpatient,gross,,,784.7,,Capitation,Package,
3545,383300,3546,CPT,APPLICATION OF SHORT LEG CAST,,,,,,,29405,,,,,,,,,,facility,outpatient,cash,,,784.7,,Capitation,Package,
3546,383300,3547,CPT,APPLICATION OF SHORT LEG CAST,,,,,,,29405,,,,,,,,,,facility,outpatient,min,,,60.58,,Capitation,Package,
3547,383300,3548,CPT,APPLICATION OF SHORT LEG CAST,,,,,,,29405,,,,,,,,,,facility,outpatient,max,,,3696.08,,Capitation,Package,
3549,383300,3550,CPT,APPLICATION OF SHORT LEG CAST,,,,,,,29405,,,,,,,,,,facility,outpatient,payer,Advanced Health-Commercial other,,3696.08,,Capitation,Package,
3550,383300,3551,CPT,APPLICATION OF SHORT LEG CAST,,,,,,,29405,,,,,,,,,,facility,outpatient,payer,Amerigroup-Medicaid HMO,,123.11,,Capitation,Package,
3551,383300,3552,CPT,APPLICATION OF SHORT LEG CAST,,,,,,,29405,,,,,,,,,,facility,outpatient,payer,CareOregon-Medicaid HMO,,60.58,,Capitation,Package,
3552,383300,3553,CPT,APPLICATION OF SHORT LEG CAST,,,,,,,29405,,,,,,,,,,facility,outpatient,payer,Cigna-Commercial PPO/Open Access,,214.95,,Capitation,Package,
3553,383300,3554,CPT,APPLICATION OF SHORT LEG CAST,,,,,,,29405,,,,,,,,,,facility,outpatient,payer,HealthNet-Commercial other,,210.6,,Capitation,Package,
3554,383300,3555,CPT,APPLICATION OF SHORT LEG CAST,,,,,,,29405,,,,,,,,,,facility,outpatient,payer,Intercommunity-Medicaid HMO,,240.84,,Capitation,Package,
3555,383300,3556,CPT,APPLICATION OF SHORT LEG CAST,,,,,,,29405,,,,,,,,,,facility,outpatient,payer,Molina Healthcare-Medicaid HMO,,167.87,,Capitation,Package,
3556,383300,3557,CPT,APPLICATION OF SHORT LEG CAST,,,,,,,29405,,,,,,,,,,facility,outpatient,payer,ODS-Medicaid HMO,,161.05,,Capitation,Package,
3557,383300,3558,CPT,APPLICATION OF SHORT LEG CAST,,,,,,,29405,,,,,,,,,,facility,outpatient,payer,Pacific Source-Medicaid HMO,,541.99,,Capitation,Package,
3558,383300,3559,CPT,APPLICATION OF SHORT LEG CAST,,,,,,,29405,,,,,,,,,,facility,outpatient,payer,Providence-Commercial other,,317.03,,Capitation,Package,
3559,383300,3560,CPT,APPLICATION OF SHORT LEG CAST,,,,,,,29405,,,,,,,,,,facility,outpatient,payer,Regence BCBS-Commercial other,,300.96,,Capitation,Package,
3560,383300,3561,CPT,APPLICATION OF SHORT LEG CAST,,,,,,,29405,,,,,,,,,,facility,outpatient,payer,United Healthcare-Commercial HMO/POS,,214.98,,Capitation,Package,
3561,383300,3562,CPT,APPLICATION OF WALKING CAST COVERING BELOW KNEE TO TOE,,,,,,,29425,,,,,,,,,,facility,outpatient,gross,,,1657.97,,Capitation,Line,
3562,383300,3563,CPT,APPLICATION OF WALKING CAST COVERING BELOW KNEE TO TOE,,,,,,,29425,,,,,,,,,,facility,outpatient,cash,,,1657.97,,Capitation,Line,
3563,383300,3564,CPT,APPLICATION OF WALKING CAST COVERING BELOW KNEE TO TOE,,,,,,,29425,,,,,,,,,,facility,outpatient,min,,,54.09,,Capitation,Line,
3564,383300,3565,CPT,APPLICATION OF WALKING CAST COVERING BELOW KNEE TO TOE,,,,,,,29425,,,,,,,,,,facility,outpatient,max,,,1440.28,,Capitation,Line,
3566,383300,3567,CPT,APPLICATION OF WALKING CAST COVERING BELOW KNEE TO TOE,,,,,,,29425,,,,,,,,,,facility,outpatient,payer,Advanced Health-Commercial other,,276.4,,Capitation,Line,
3567,383300,3568,CPT,APPLICATION OF WALKING CAST COVERING BELOW KNEE TO TOE,,,,,,,29425,,,,,,,,,,facility,outpatient,payer,CareOregon-Medicaid HMO,,54.09,,Capitation,Line,
3568,383300,3569,CPT,APPLICATION OF WALKING CAST COVERING BELOW KNEE TO TOE,,,,,,,29425,,,,,,,,,,facility,outpatient,payer,Cigna-Commercial PPO/Open Access,,205.12,,Capitation,Line,
3569,383300,3570,CPT,APPLICATION OF WALKING CAST COVERING BELOW KNEE TO TOE,,,,,,,29425,,,,,,,,,,facility,outpatient,payer,Coordinated Care-Medicaid HMO,,99.57,,Capitation,Line,
3570,383300,3571,CPT,APPLICATION OF WALKING CAST COVERING BELOW KNEE TO TOE,,,,,,,29425,,,,,,,,,,facility,outpatient,payer,HealthNet-Commercial other,,201.6,,Capitation,Line,
3571,383300,3572,CPT,APPLICATION OF WALKING CAST COVERING BELOW KNEE TO TOE,,,,,,,29425,,,,,,,,,,facility,outpatient,payer,Intercommunity-Medicaid HMO,,1164.84,,Capitation,Line,
3572,383300,3573,CPT,APPLICATION OF WALKING CAST COVERING BELOW KNEE TO TOE,,,,,,,29425,,,,,,,,,,facility,outpatient,payer,Kaiser Foundation-Commercial other,,167.87,,Capitation,Line,
3573,383300,3574,CPT,APPLICATION OF WALKING CAST COVERING BELOW KNEE TO TOE,,,,,,,29425,,,,,,,,,,facility,outpatient,payer,MODA-Medicaid HMO,,215.59,,Capitation,Line,
3574,383300,3575,CPT,APPLICATION OF WALKING CAST COVERING BELOW KNEE TO TOE,,,,,,,29425,,,,,,,,,,facility,outpatient,payer,Molina Healthcare-Medicaid HMO,,558.07,,Capitation,Line,
3575,383300,3576,CPT,APPLICATION OF WALKING CAST COVERING BELOW KNEE TO TOE,,,,,,,29425,,,,,,,,,,facility,outpatient,payer,ODS-Medicaid HMO,,967.4,,Capitation,Line,
3576,383300,3577,CPT,APPLICATION OF WALKING CAST COVERING BELOW KNEE TO TOE,,,,,,,29425,,,,,,,,,,facility,outpatient,payer,Pacific Source-Medicaid HMO,,1164.84,,Capitation,Line,
3577,383300,3578,CPT,APPLICATION OF WALKING CAST COVERING BELOW KNEE TO TOE,,,,,,,29425,,,,,,,,,,facility,outpatient,payer,Providence-Commercial other,,1440.28,,Capitation,Line,
3578,383300,3579,CPT,APPLICATION OF WALKING CAST COVERING BELOW KNEE TO TOE,,,,,,,29425,,,,,,,,,,facility,outpatient,payer,Regence BCBS-Commercial other,,741.5,,Capitation,Line,
3579,383300,3580,CPT,APPLICATION OF WALKING CAST COVERING BELOW KNEE TO TOE,,,,,,,29425,,,,,,,,,,facility,outpatient,payer,United Healthcare-Commercial HMO/POS,,146.54,,Capitation,Line,
3580,383300,3581,CPT,APPLICATION OF WALKING CAST COVERING BELOW KNEE TO TOE,,,,,,,29425,,,,,,,,,,facility,outpatient,payer,United Healthcare-Commercial PPO/Open Access,,102.59,,Capitation,Line,
3581,383300,3582,CPT,APPLICATION OF WALKING CAST COVERING BELOW KNEE TO TOE,,,,,,,29425,,,,,,,,,,facility,outpatient,payer,United Healthcare-Medicaid HMO,,167.87,,Capitation,Line,
