,Hospital,Procedure Code,HCPCS,Code Code,Procedure Name,Affiliation,Cost
10252,Legacy Good Samaritan Medical Center,360,47382,CDM Revenue Code,HC RADIOFREQUENCY ABLATION LIVER TUMOR(S),Discounted Cash Price,5162.95
10253,Legacy Good Samaritan Medical Center,360,50592,CDM Revenue Code,HC RADIOFREQUENCY ABLATION RENAL TUMOR(S) BILATERAL,Discounted Cash Price,7548.45
10254,Legacy Good Samaritan Medical Center,360,20982,CDM Revenue Code,HC RADIOFREQUENCY ABLATION 1 OR MORE BONE TUMORS INCL SOFT TISSUE,Discounted Cash Price,6011.2
10255,Legacy Good Samaritan Medical Center,350,76497,CDM Revenue Code,HC CT MULTIPLE MYELOMA SURVEY,Discounted Cash Price,200.2
10256,Legacy Good Samaritan Medical Center,360,20983,CDM Revenue Code,HC CRYOABLATION 1 OR MORE BONE TUMORS INCL SOFT TISSUE,Discounted Cash Price,10303.8
10257,Legacy Good Samaritan Medical Center,352,74261,CDM Revenue Code,HC CT COLONOGRAPHY W/O CONTRAST,Discounted Cash Price,547.3
10258,Legacy Good Samaritan Medical Center,352,74262,CDM Revenue Code,HC CT COLONGRAPHY W/CONTRAST,Discounted Cash Price,800.8
10259,Legacy Good Samaritan Medical Center,352,75572,CDM Revenue Code,HC CT CARDIAC W/3D POST PROCESSING,Discounted Cash Price,984.75
10260,Legacy Good Samaritan Medical Center,352,75573,CDM Revenue Code,HC CT CARDIAC CONGENITAL W/3D,Discounted Cash Price,984.75
10261,Legacy Good Samaritan Medical Center,352,74176,CDM Revenue Code,HC CT ABD & PELVIS W/O CONTRAST,Discounted Cash Price,1784.25
10262,Legacy Good Samaritan Medical Center,352,74177,CDM Revenue Code,HC CT ABD & PELVIS W/CONTRAST,Discounted Cash Price,1893.45
10263,Legacy Good Samaritan Medical Center,352,74178,CDM Revenue Code,HC CT ABD & PELVIS W/WO CONTRAST,Discounted Cash Price,2431
10264,Legacy Good Samaritan Medical Center,352,47383,CDM Revenue Code,HC CT LIVER CRYOABLATION,Discounted Cash Price,8546.2
10265,Legacy Good Samaritan Medical Center,352,74174,CDM Revenue Code,HC CTA ABD/PELVIS WITH/WO CONTRAST,Discounted Cash Price,2071.55
10266,Legacy Good Samaritan Medical Center,360,38221,CDM Revenue Code,HC CT BONE MARROW BIOPSY,Discounted Cash Price,1603.55
10267,Legacy Good Samaritan Medical Center,360,38222,CDM Revenue Code,HC CT BONE MARROW BIOPSY & ASPIRATION,Discounted Cash Price,1987.7
10268,Legacy Good Samaritan Medical Center,350,76376,CDM Revenue Code,HC CT 3D RENDERING OF CERVICAL SPINE,Discounted Cash Price,468
10269,Legacy Good Samaritan Medical Center,350,76376,CDM Revenue Code,HC CT 3D RENDERING OF THORACIC SPINE,Discounted Cash Price,468
10270,Legacy Good Samaritan Medical Center,350,76376,CDM Revenue Code,HC CT 3D RENDERING OF LUMBAR SPINE,Discounted Cash Price,468
10271,Legacy Good Samaritan Medical Center,352,72192,CDM Revenue Code,HC PELVIS ACETABULUM CT WITHOUT CONTRAST SEPARATE PROCEDURE,Discounted Cash Price,912.6
10272,Legacy Good Samaritan Medical Center,360,64680,CDM Revenue Code,HC CELIAC PLEXUS BLOCK WITHOUT CONTRAST,Discounted Cash Price,1828.45
10273,Legacy Good Samaritan Medical Center,352,71275,CDM Revenue Code,HC CHEST CTA WITH/WITHOUT CONTRAST,Discounted Cash Price,1067.95
10274,Legacy Good Samaritan Medical Center,352,72192,CDM Revenue Code,HC SACRUM CT WITHOUT CONTRAST,Discounted Cash Price,912.6
10275,Legacy Good Samaritan Medical Center,351,70496,CDM Revenue Code,HC HEAD CTA WITH/WITHOUT CONTRAST,Discounted Cash Price,1509.3
10276,Legacy Good Samaritan Medical Center,351,70498,CDM Revenue Code,HC NECK CTA WITH/WITH0UT CONTRAST,Discounted Cash Price,1513.2
10277,Legacy Good Samaritan Medical Center,352,72191,CDM Revenue Code,HC PELVIS CTA WITH/WITHOUT CONTRAST,Discounted Cash Price,1034.8
10278,Legacy Good Samaritan Medical Center,352,73206,CDM Revenue Code,HC EXTREMITY UPPER UNILATERAL CTA WITH/WITHOUT CONTRAST,Discounted Cash Price,930.15
10279,Legacy Good Samaritan Medical Center,352,73706,CDM Revenue Code,HC EXTREMITY LOWER UNILATERAL CTA WITH/WITHOUT CONTRAST,Discounted Cash Price,930.15
10280,Legacy Good Samaritan Medical Center,352,74175,CDM Revenue Code,HC ABDOMEN CTA WITH/WITHOUT CONTRAST,Discounted Cash Price,1034.8
10281,Legacy Good Samaritan Medical Center,352,75635,CDM Revenue Code,HC ABDOMEN AORTA & BILATERAL ILIOFEMEROL CTA WITH/WITHOUT CONTRAST,Discounted Cash Price,1131
10282,Legacy Good Samaritan Medical Center,352,71275,CDM Revenue Code,HC CHEST LIMITED CTA (CONTRAST ONLY),Discounted Cash Price,1047.15
10283,Legacy Good Samaritan Medical Center,352,73706,CDM Revenue Code,HC EXTREMITY LOWER UNILATERAL  LIMITED CTA (CONTRAST ONLY),Discounted Cash Price,650.65
10284,Legacy Good Samaritan Medical Center,350,77012,CDM Revenue Code,HC CT GUIDANCE FOR NEEDLE PLACEMENT,Discounted Cash Price,364.65
10285,Legacy Good Samaritan Medical Center,351,70450,CDM Revenue Code,HC HEAD CT LIMITED WITHOUT CONTRAST,Discounted Cash Price,570.05
10286,Legacy Good Samaritan Medical Center,402,76706,CDM Revenue Code,HC ABDOMINAL AORTIC ANEURYSM SCREEN ULTRASOUND,Discounted Cash Price,323.7
10287,Legacy Good Samaritan Medical Center,402,76700,CDM Revenue Code,HC ABDOMEN  COMPLETE ULTRASOUND,Discounted Cash Price,507
10288,Legacy Good Samaritan Medical Center,402,76857,CDM Revenue Code,HC PELVIS LIMITED ULTRASOUND,Discounted Cash Price,279.5
10289,Legacy Good Samaritan Medical Center,402,76705,CDM Revenue Code,HC ABDOMEN LIMITED/SINGLE QUADRANT/ORGAN ULTRASOUND,Discounted Cash Price,335.4
10290,Legacy Good Samaritan Medical Center,402,76942,CDM Revenue Code,HC PARACENTESIS GUIDANCE ULTRASOUND,Discounted Cash Price,727.35
10291,Legacy Good Samaritan Medical Center,921,93975,CDM Revenue Code,HC DOPPLER ABDOMEN PELVIS SCROTUM RETROPERITONEAL ULTRASOUND,Discounted Cash Price,733.2
10292,Legacy Good Samaritan Medical Center,402,76641,CDM Revenue Code,HC BREAST ULTRASOUND UNILATERAL COMPLETE,Discounted Cash Price,339.3
10293,Legacy Good Samaritan Medical Center,402,76641,CDM Revenue Code,HC BREAST ULTRASOUND BILATERAL COMPLETE,Discounted Cash Price,508.95
10294,Legacy Good Samaritan Medical Center,402,76642,CDM Revenue Code,HC BREAST ULTRASOUND UNILATERAL LIMITED,Discounted Cash Price,339.3
10295,Legacy Good Samaritan Medical Center,402,76642,CDM Revenue Code,HC BREAST ULTRASOUND BILATERAL LIMITED,Discounted Cash Price,508.95
10296,Legacy Good Samaritan Medical Center,402,76818,CDM Revenue Code,HC BIOPHYSICAL PROFILE WITH NON STRESS ADDITIONAL GESTATION ULTRASOUND,Discounted Cash Price,401.7
10297,Legacy Good Samaritan Medical Center,402,76819,CDM Revenue Code,HC BIOPHYSICAL PROFILE WITHOUT NON STRESS ADDITIONAL GESTATION ULTRASOUND,Discounted Cash Price,401.7
10298,Legacy Good Samaritan Medical Center,402,76818,CDM Revenue Code,HC BIOPHYSICAL PROFILE WITH NON STRESS ULTRASOUND,Discounted Cash Price,401.7
10299,Legacy Good Samaritan Medical Center,402,76819,CDM Revenue Code,HC BIOPHYSICAL PROFILE WITHOUT NON STRESS ULTRASOUND,Discounted Cash Price,401.7
10300,Legacy Good Samaritan Medical Center,360,19000,CDM Revenue Code,HC ASPIRATION BREAST/CYST UNILATERAL,Discounted Cash Price,597.35
10301,Legacy Good Samaritan Medical Center,402,76942,CDM Revenue Code,HC BIOPSY GUIDANCE ULTRASOUND,Discounted Cash Price,727.35
10302,Legacy Good Samaritan Medical Center,402,76942,CDM Revenue Code,HC ASPIRATION GUIDANCE ULTRASOUND,Discounted Cash Price,727.35
10303,Legacy Good Samaritan Medical Center,360,50390,CDM Revenue Code,HC ASPIRATION INJECTION RENAL PELVIC/CYST,Discounted Cash Price,1212.25
10304,Legacy Good Samaritan Medical Center,360,60100,CDM Revenue Code,HC BIOPSY THYROID,Discounted Cash Price,597.35
10305,Legacy Good Samaritan Medical Center,360,19001,CDM Revenue Code,HC BREAST ASPIRATION ADDITIONAL UNILATERAL,Discounted Cash Price,357.5
10306,Legacy Good Samaritan Medical Center,402,76820,CDM Revenue Code,HC UMBILICAL ARTERY VELOCITY ULTRASOUND,Discounted Cash Price,252.2
10307,Legacy Good Samaritan Medical Center,402,76821,CDM Revenue Code,HC MID CEREBRAL ARTERY VELOCITY ULTRASOUND,Discounted Cash Price,132.6
10308,Legacy Good Samaritan Medical Center,921,93882,CDM Revenue Code,HC CAROTID UNILATERAL ULTRASOUND,Discounted Cash Price,475.15
10309,Legacy Good Samaritan Medical Center,921,93880,CDM Revenue Code,HC CAROTID BILATERAL ULTRASOUND,Discounted Cash Price,677.3
10310,Legacy Good Samaritan Medical Center,402,76604,CDM Revenue Code,HC CHEST ULTRASOUND,Discounted Cash Price,414.7
10311,Legacy Good Samaritan Medical Center,402,75989,CDM Revenue Code,HC ABSCESS DRAINAGE GUIDANCE WITH CATHETER PLACEMENT,Discounted Cash Price,652.6
10312,Legacy Good Samaritan Medical Center,402,76998,CDM Revenue Code,HC INTRAOPERATIVE ULTRASOUND,Discounted Cash Price,440.7
10313,Legacy Good Samaritan Medical Center,360,19020,CDM Revenue Code,HC ABSCESS DRAIN BREAST UNILATERAL,Discounted Cash Price,1881.75
10314,Legacy Good Samaritan Medical Center,402,76881,CDM Revenue Code,HC US EXTREMITY UNILAT NONVASCULAR  JOINT COMPLETE,Discounted Cash Price,592.15
10315,Legacy Good Samaritan Medical Center,402,76882,CDM Revenue Code,HC US EXTREMITY UNILAT NONVASCULAR LIMITED,Discounted Cash Price,449.15
10316,Legacy Good Samaritan Medical Center,360,20604,CDM Revenue Code,HC DRAIN/INJ SMALL JOINT/BURSA W/US,Discounted Cash Price,983.45
10317,Legacy Good Samaritan Medical Center,360,20606,CDM Revenue Code,HC DRAIN/INJ INTERMEDIATE JOINT/BURSA W/US,Discounted Cash Price,978.25
10318,Legacy Good Samaritan Medical Center,360,20611,CDM Revenue Code,HC DRAIN/INJ LARGE JOINT/BURSA W/US,Discounted Cash Price,978.25
10319,Legacy Good Samaritan Medical Center,360,64647,CDM Revenue Code,HC CHEMODENERVATION 6 OR MORE TRUNK MUSCLES,Discounted Cash Price,616.85
10320,Legacy Good Samaritan Medical Center,402,76942,CDM Revenue Code,HC THORACENTESIS GUIDANCE ULTRASOUND,Discounted Cash Price,727.35
10321,Legacy Good Samaritan Medical Center,360,36478,CDM Revenue Code,HC ENDOVENOUS ABLATION THERAPY INCOMPETENT VEIN EXTRACTION 1ST,Discounted Cash Price,2705.95
10322,Legacy Good Samaritan Medical Center,360,36479,CDM Revenue Code,HC ENDOVENOUS ABLATION THERAPY INCOMPETENT VEIN EXTRACTION 2ND & SUBSEQUENT,Discounted Cash Price,2499.9
10323,Legacy Good Samaritan Medical Center,360,32551,CDM Revenue Code,HC CHEST TUBE FOR EMPYEMA,Discounted Cash Price,1179.75
10324,Legacy Good Samaritan Medical Center,402,76886,CDM Revenue Code,HC INFANT HIPS BILATERAL STATIC ULTRASOUND,Discounted Cash Price,209.95
10325,Legacy Good Samaritan Medical Center,402,76886,CDM Revenue Code,HC INFANT HIP UNILATERAL STATIC ULTRASOUND,Discounted Cash Price,170.95
10326,Legacy Good Samaritan Medical Center,402,76999,CDM Revenue Code,HC SURGERY SPECIMEN ULTRASOUND,Discounted Cash Price,167.7
10327,Legacy Good Samaritan Medical Center,402,-1,CDM Revenue Code,HC MISC ULTRASOUND EXAM,Discounted Cash Price,N/A
10328,Legacy Good Samaritan Medical Center,921,93976,CDM Revenue Code,HC DOPPLER ABDOMEN PELVIS SCROTUM RETROPERITONEAL LIMITED ULTRASOUND,Discounted Cash Price,623.35
10329,Legacy Good Samaritan Medical Center,402,76811,CDM Revenue Code,HC OB GENETIC SINGLE GESTATION ULTRASOUND,Discounted Cash Price,572.65
10330,Legacy Good Samaritan Medical Center,402,76801,CDM Revenue Code,HC OB COMPLETE 1ST TRIMESTER ULTRASOUND,Discounted Cash Price,473.85
10331,Legacy Good Samaritan Medical Center,402,76802,CDM Revenue Code,HC OB COMPLETE 1ST TRIMESTER EACH ADDITION GESTATION ULTRASOUND,Discounted Cash Price,166.4
10332,Legacy Good Samaritan Medical Center,402,76812,CDM Revenue Code,HC OB GENETIC EACH ADDITIONAL GESTATION ULTRASOUND,Discounted Cash Price,201.5
10333,Legacy Good Samaritan Medical Center,402,76816,CDM Revenue Code,HC OB FOLLOW-UP EACH ADDITIONAL FETUS ULTRASOUND,Discounted Cash Price,167.7
10334,Legacy Good Samaritan Medical Center,402,76816,CDM Revenue Code,HC OB FOLLOW-UP SINGLE FETUS ULTRASOUND,Discounted Cash Price,298.35
10335,Legacy Good Samaritan Medical Center,402,76815,CDM Revenue Code,HC OB LIMITED ULTRASOUND,Discounted Cash Price,337.35
10336,Legacy Good Samaritan Medical Center,402,76810,CDM Revenue Code,HC OB COMPLETE >1ST TRIMESTER EACH ADDITIONAL GESTATION ULTRASOUND,Discounted Cash Price,473.85
10337,Legacy Good Samaritan Medical Center,402,76948,CDM Revenue Code,HC ASPIRATION OVA ULTRASOUND,Discounted Cash Price,243.1
10338,Legacy Good Samaritan Medical Center,402,76813,CDM Revenue Code,HC OB NUCHAL MEASURE 1 GESTATION ULTRASOUND,Discounted Cash Price,253.5
10339,Legacy Good Samaritan Medical Center,360,10160,CDM Revenue Code,HC FLUID ASPIRATION,Discounted Cash Price,332.15
10340,Legacy Good Samaritan Medical Center,360,36002,CDM Revenue Code,HC THROMBIN INJECTION FOR PSEUDOANEURYSM,Discounted Cash Price,749.45
10341,Legacy Good Samaritan Medical Center,402,76805,CDM Revenue Code,HC OB COMPLETE >1ST TRIMESTER SINGLE GESTATION ULTRASOUND,Discounted Cash Price,378.3
10342,Legacy Good Samaritan Medical Center,402,76946,CDM Revenue Code,HC AMNIOCENTESIS GUIDANCE ULTRASOUND,Discounted Cash Price,298.35
10343,Legacy Good Samaritan Medical Center,921,93923,CDM Revenue Code,HC PERIPHERAL VASCULAR ARTERIAL UPPER OR LOWER ADDITIONAL ULTRASOUND,Discounted Cash Price,667.55
10344,Legacy Good Samaritan Medical Center,921,93923,CDM Revenue Code,HC PERIPHERAL VASCULAR ARTERIAL BILATERAL UPPER OR LOWER ULTRASOUND,Discounted Cash Price,972.4
10345,Legacy Good Samaritan Medical Center,921,93924,CDM Revenue Code,HC PERIPHERAL VASCULAR ARTERIAL LOWER WITH/WITHOUT EXERCISE BILATERAL ULTRASOUND,Discounted Cash Price,827.45
10346,Legacy Good Samaritan Medical Center,402,76506,CDM Revenue Code,HC HEAD ULTRASOUND,Discounted Cash Price,426.4
10347,Legacy Good Samaritan Medical Center,921,93931,CDM Revenue Code,HC VASCULAR ARTERIAL UPPER UNILATERAL LIMITED ULTRASOUND,Discounted Cash Price,618.15
10348,Legacy Good Samaritan Medical Center,921,93926,CDM Revenue Code,HC VASCULAR ARTERIAL LOWER UNILATERAL LIMITED ULTRASOUND,Discounted Cash Price,755.3
10349,Legacy Good Samaritan Medical Center,402,76817,CDM Revenue Code,HC OB TRANSVAGINAL ULTRASOUND,Discounted Cash Price,228.8
10350,Legacy Good Samaritan Medical Center,402,76856,CDM Revenue Code,HC PELVIS COMPLETE ULTRASOUND,Discounted Cash Price,528.45
10351,Legacy Good Samaritan Medical Center,402,76830,CDM Revenue Code,HC TRANSVAGINAL (NON-OB) ULTRASOUND,Discounted Cash Price,248.95
10352,Legacy Good Samaritan Medical Center,921,93926,CDM Revenue Code,HC VASCULAR ARTERIAL LOWER UNILATERAL OR LIMITED ULTRASOUND,Discounted Cash Price,755.3
10353,Legacy Good Samaritan Medical Center,921,93980,CDM Revenue Code,HC VASCULAR PENILE ULTRASOUND,Discounted Cash Price,586.95
10354,Legacy Good Samaritan Medical Center,921,93930,CDM Revenue Code,HC VASCULAR ARTERIAL UPPER BILATERAL ULTRASOUND,Discounted Cash Price,725.4
10355,Legacy Good Samaritan Medical Center,921,93931,CDM Revenue Code,HC VASCULAR ARTERIAL UPPER UNILATERAL OR LIMITED ULTRASOUND,Discounted Cash Price,618.15
10356,Legacy Good Samaritan Medical Center,921,93970,CDM Revenue Code,HC VASCULAR VENOUS BILATERAL/MAPPING ULTRASOUND,Discounted Cash Price,1017.9
10357,Legacy Good Samaritan Medical Center,921,93925,CDM Revenue Code,HC VASCULAR LOWER ARTERIAL BILATERAL ULTRASOUND,Discounted Cash Price,1103.05
10358,Legacy Good Samaritan Medical Center,921,93971,CDM Revenue Code,HC VA VENOUS UNILATERAL,Discounted Cash Price,628.55
10359,Legacy Good Samaritan Medical Center,360,10005,CDM Revenue Code,HC FINE NEEDLE ASPIRATION BIOPSY W/US; 1ST LESION,Discounted Cash Price,597.35
10360,Legacy Good Samaritan Medical Center,360,10006,CDM Revenue Code,HC FINE NEEDLE ASPIRATION BIOPSY W/US; EA ADDL LESION,Discounted Cash Price,560.3
10361,Legacy Good Samaritan Medical Center,360,10007,CDM Revenue Code,HC FINE NEEDLE ASPIRATION BIOPSY W/FLUORO; 1ST LESION,Discounted Cash Price,593.45
10362,Legacy Good Samaritan Medical Center,360,10008,CDM Revenue Code,HC FINE NEEDLE ASPIRATION BIOPSY W/FLUORO; EA ADDL LESION,Discounted Cash Price,560.3
10363,Legacy Good Samaritan Medical Center,360,10009,CDM Revenue Code,HC FINE NEEDLE ASPIRATION BIOPSY W/CT; 1ST LESION,Discounted Cash Price,597.35
10364,Legacy Good Samaritan Medical Center,360,10010,CDM Revenue Code,HC FINE NEEDLE ASPIRATION BIOPSY W/CT; EA ADDL LESION,Discounted Cash Price,560.3
10365,Legacy Good Samaritan Medical Center,402,76872,CDM Revenue Code,HC TRANSRECTAL ULTRASOUND,Discounted Cash Price,554.45
10366,Legacy Good Samaritan Medical Center,402,76776,CDM Revenue Code,HC TRANSPLANT KIDNEY ULTRASOUND,Discounted Cash Price,445.25
10367,Legacy Good Samaritan Medical Center,402,76770,CDM Revenue Code,HC RETROPERITONEAL COMPLETE ULTRASOUND,Discounted Cash Price,406.9
10368,Legacy Good Samaritan Medical Center,402,76775,CDM Revenue Code,HC RETROPERITONEAL LIMITED ULTRASOUND,Discounted Cash Price,362.05
10369,Legacy Good Samaritan Medical Center,402,76870,CDM Revenue Code,HC SCROTUM AND CONTENTS ULTRASOUND,Discounted Cash Price,449.15
10370,Legacy Good Samaritan Medical Center,402,76536,CDM Revenue Code,HC SOFT TISSUE HEAD NECK ULTRASOUND,Discounted Cash Price,449.15
10371,Legacy Good Samaritan Medical Center,402,76831,CDM Revenue Code,HC HYSTEROSONOGRAPHY ULTRASOUND,Discounted Cash Price,351
10372,Legacy Good Samaritan Medical Center,402,76800,CDM Revenue Code,HC SPINAL CANAL & CONTENTS ULTRASOUND,Discounted Cash Price,473.85
10373,Legacy Good Samaritan Medical Center,921,93886,CDM Revenue Code,HC TCD COMPLETE ULTRASOUND,Discounted Cash Price,1164.8
10374,Legacy Good Samaritan Medical Center,402,76936,CDM Revenue Code,HC COMPRESS REPAIR PSEUDO ANEURYSM AVF,Discounted Cash Price,1508.65
10375,Legacy Good Samaritan Medical Center,921,93888,CDM Revenue Code,HC TCD LIMITED ULTRASOUND,Discounted Cash Price,676
10376,Legacy Good Samaritan Medical Center,360,38505,CDM Revenue Code,HC BIOPSY LYMPH NODE NEEDLE CERV/ING/AXILLA,Discounted Cash Price,1409.85
10377,Legacy Good Samaritan Medical Center,402,76937,CDM Revenue Code,HC GUIDANCE VASCULAR ACCESS ULTRASOUND,Discounted Cash Price,407.55
10378,Legacy Good Samaritan Medical Center,921,93990,CDM Revenue Code,HC VASCULAR EXTREMITY ARTERIAL-VENOUS BILATERAL ULTRASOUND,Discounted Cash Price,858
10379,Legacy Good Samaritan Medical Center,921,93990,CDM Revenue Code,HC VASCULAR EXTREMITY ARTERIAL-VENOUS UNILATERAL,Discounted Cash Price,573.3
10380,Legacy Good Samaritan Medical Center,921,93978,CDM Revenue Code,HC AORTA INFERIOR VENA CAVA ILIAC ULTRASOUND,Discounted Cash Price,632.45
10381,Legacy Good Samaritan Medical Center,921,93979,CDM Revenue Code,HC AORTA INFERIOR VENA CAVA ILIAC LIMITED ULTRASOUND,Discounted Cash Price,449.8
10382,Legacy Good Samaritan Medical Center,921,93922,CDM Revenue Code,HC PERIPHERAL VASCULAR UPPER OR LOWER EXTREMITY SINGLE LEVEL ULTRASOUND,Discounted Cash Price,429
10383,Legacy Good Samaritan Medical Center,921,93985,CDM Revenue Code,HC BIL DUP-SCAN ART INFL & VEN OUTFL HD ACCESS PREOP,Discounted Cash Price,239.2
10384,Legacy Good Samaritan Medical Center,921,93986,CDM Revenue Code,HC UNI DUP-SCAN ART INFL & VEN OUTFL HD ACCESS PREOP,Discounted Cash Price,114.4
10385,Legacy Good Samaritan Medical Center,360,32400,CDM Revenue Code,HC BIOPSY PLEURA,Discounted Cash Price,1409.85
10386,Legacy Good Samaritan Medical Center,360,55700,CDM Revenue Code,HC BIOPSY PROSTATE,Discounted Cash Price,1782.3
10387,Legacy Good Samaritan Medical Center,402,76825,CDM Revenue Code,HC FETAL CARDIAC ECHO ULTRASOUND,Discounted Cash Price,700.7
10388,Legacy Good Samaritan Medical Center,402,76826,CDM Revenue Code,HC FETAL CARDIAC ECHO FOLLOW-UP ULTRASOUND,Discounted Cash Price,501.8
10389,Legacy Good Samaritan Medical Center,402,76827,CDM Revenue Code,HC FETAL CARDIAC DOPPLER ULTRASOUND,Discounted Cash Price,507.65
10390,Legacy Good Samaritan Medical Center,402,76828,CDM Revenue Code,HC FETAL CARDIAC DOPPLER FOLLOW-UP ULTRASOUND,Discounted Cash Price,234.65
10391,Legacy Good Samaritan Medical Center,360,49083,CDM Revenue Code,HC PARACENTESIS ABD WITH IMAGING GUIDANCE,Discounted Cash Price,1238.9
10392,Legacy Good Samaritan Medical Center,920,93998,CDM Revenue Code,HC US UNLISTED NONINVASIVE VASCULAR DIAG STUDY,Discounted Cash Price,N/A
10393,Legacy Good Samaritan Medical Center,360,49084,CDM Revenue Code,HC PERITONEAL LAVAGE W IMAGE GUIDANCE,Discounted Cash Price,1033.5
10394,Legacy Good Samaritan Medical Center,360,32555,CDM Revenue Code,HC THORACENTESIS W/ASPIRATION & IMAGING GUIDANCE,Discounted Cash Price,1535.3
10395,Legacy Good Samaritan Medical Center,360,32557,CDM Revenue Code,HC PLEURAL DRAINAGE PERC W/CATH INSERT/IMAGING GUIDANCE,Discounted Cash Price,1179.75
10396,Legacy Good Samaritan Medical Center,360,32554,CDM Revenue Code,"HC THORACENTESIS, ASPIRATE PLEURA W/O IMAGING",Discounted Cash Price,1179.75
10397,Legacy Good Samaritan Medical Center,360,10030,CDM Revenue Code,HC DRAIN SOFT TISSUE PERC BY CATH W GUIDANCE,Discounted Cash Price,1225.9
